t;VF0;VF1;VF2;
4.700000;0.000000;0.000000;0.000000;
4.800000;0.000000;0.000000;0.000000;
4.905000;0.000000;0.000000;0.000020;
5.005000;0.000028;0.000009;0.000432;
5.105000;0.002352;0.002061;0.002160;
5.205000;0.005077;0.004539;0.004297;
5.305000;0.007801;0.007732;0.005709;
5.405000;0.010548;0.011359;0.006640;
5.505000;0.013297;0.016545;0.005809;
5.605000;0.018742;0.016887;0.006984;
5.705000;0.023298;0.019837;0.006297;
5.805000;0.033480;0.019474;0.002874;
5.905000;0.036918;0.021476;0.003220;
6.005000;0.046996;0.016728;0.003561;
6.105000;0.058103;0.010534;0.003893;
6.205000;0.072918;0.000000;0.004217;
6.305000;0.076875;0.000000;0.004533;
6.405000;0.081080;0.000000;0.004842;
6.505000;0.085318;0.000000;0.005144;
6.605000;0.089623;0.000000;0.005438;
6.705000;0.093913;0.000000;0.005726;
6.805000;0.098215;0.000000;0.006007;
6.905000;0.102528;0.000000;0.006282;
7.005000;0.106849;0.000000;0.006551;
7.105000;0.111180;0.000000;0.006813;
7.205000;0.115518;0.000000;0.007070;
7.305000;0.119862;0.000000;0.007070;
7.405000;0.124212;0.000000;0.007070;
7.505000;0.128565;0.000000;0.007070;
7.605000;0.132921;0.000000;0.007070;
7.705000;0.137279;0.000000;0.007070;
7.805000;0.141638;0.000000;0.007070;
7.905000;0.145996;0.000000;0.007070;
8.005000;0.150352;0.000000;0.007070;
8.105000;0.154705;0.000000;0.007070;
8.205000;0.159054;0.000000;0.007070;
8.305000;0.163398;0.000000;0.007070;
8.405000;0.167735;0.000000;0.007070;
8.500000;0.171848;0.000000;0.007070;
8.600000;0.176168;0.000000;0.007070;
8.700000;0.180479;0.000000;0.007070;
8.800000;0.184778;0.000000;0.007070;
8.900000;0.189050;0.000000;0.007070;
9.000000;0.192776;0.000000;0.007070;
9.100000;0.196160;0.000000;0.007070;
9.200000;0.199211;0.000000;0.007070;
9.300000;0.201917;0.000000;0.007070;
9.400000;0.204237;0.000000;0.007070;
9.500000;0.206594;0.000000;0.007070;
9.600000;0.206754;0.000000;0.007070;
9.700000;0.207691;0.000000;0.007070;
9.800000;0.208207;0.000000;0.007070;
9.900000;0.208641;0.000000;0.007070;
10.000000;0.209576;0.000000;0.007070;
10.100000;0.210119;0.000000;0.007070;
10.200000;0.210119;0.000000;0.007070;
10.300000;0.211458;0.000000;0.007070;
10.400000;0.211489;0.000000;0.007070;
10.500000;0.212133;0.000000;0.007070;
10.600000;0.212133;0.000000;0.007070;
10.700000;0.212133;0.000000;0.007070;
10.800000;0.212133;0.000000;0.007070;
10.900000;0.212133;0.000000;0.007070;
11.000000;0.214038;0.000000;0.007070;
11.100000;0.214038;0.000000;0.007070;
11.200000;0.214038;0.000000;0.007070;
11.300000;0.214038;0.000000;0.007070;
11.400000;0.214038;0.000000;0.007070;
11.500000;0.214038;0.000000;0.007070;
11.600000;0.214038;0.000000;0.007070;
11.700000;0.214038;0.000000;0.007070;
11.800000;0.214038;0.000000;0.007070;
11.900000;0.214038;0.000000;0.007070;
12.000000;0.214038;0.000000;0.007070;
12.100000;0.214038;0.000000;0.007070;
12.200000;0.214038;0.000000;0.007070;
12.300000;0.214038;0.000000;0.007070;
12.400000;0.214038;0.000000;0.007070;
12.500000;0.214038;0.000000;0.007070;
12.600000;0.214038;0.000000;0.007070;
12.700000;0.214038;0.000000;0.007070;
12.800000;0.214038;0.000000;0.007070;
12.900000;0.214038;0.000000;0.007070;
13.000000;0.214038;0.000000;0.007070;
13.100000;0.214038;0.000000;0.007070;
13.200000;0.214038;0.000000;0.007070;
13.300000;0.214038;0.000000;0.007070;
13.400000;0.214038;0.000000;0.007070;
13.500000;0.214038;0.000000;0.007070;
