t;VF2;VF1;VF0;
0.000000;0.000000;0.000000;0.000000;
1.100000;0.000000;0.000000;0.000000;
2.000000;0.000000;0.000000;0.000000;
3.000000;0.000000;0.000000;0.000000;
4.000000;0.000000;0.000000;0.000000;
5.005000;0.928038;0.910000;0.910000;
6.005000;1.068312;1.014063;1.003393;
7.005000;1.210821;0.000000;1.072137;
8.005000;1.236525;0.000000;1.141455;
9.000000;1.236525;0.000000;1.211835;
10.000000;1.236525;0.000000;1.240206;
11.000000;1.236525;0.000000;1.247220;
12.000000;1.236525;0.000000;1.247220;
13.000000;
