t;VF15;VF14;VF13;VF12;VF11;VF10;VF9;VF8;VF7;VF6;VF5;VF4;VF3;VF2;VF1;VF0;
0.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
20.000000;7.112042;7.478544;6.955711;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
40.000000;7.112042;7.478544;7.378362;7.024089;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
60.000000;7.112042;7.478544;7.378362;7.482748;7.162415;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
80.002000;7.112042;7.478544;7.378362;7.482748;7.642201;7.141694;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
100.002000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.182870;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
120.002000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.222461;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
140.002000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.116177;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
160.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.209454;7.000000;7.000000;7.000000;7.000000;7.000000;7.000000;
180.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.260172;7.000000;7.000000;7.000000;7.000000;7.000000;
200.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;6.972814;7.000000;7.000000;7.000000;
220.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.013892;7.000000;7.000000;
240.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.299672;7.038856;
260.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.559293;7.458752;
280.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.559293;7.458752;
300.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.559293;7.458752;
320.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.559293;7.458752;
340.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.559293;7.458752;
360.000000;7.112042;7.478544;7.378362;7.482748;7.642201;7.765449;7.664280;7.830121;7.722645;7.771219;7.839335;7.688925;7.601834;7.621921;7.559293;7.458752;
