t	La
5.00000000000004E-05	1910.93295071877
0.000100000000000002	4612.73380316549
0.000150000000000003	8293.87113105904
0.000200000000000004	13210.9076519784
0.000250000000000005	19732.3148312493
0.000300000000000006	28478.2895116101
