t	fs
5.00000000000004E-05	0.0012332652130318
0.000100000000000002	0.00789180159365092
0.000150000000000003	0.0264053088069535
0.000200000000000004	0.0686303055374735
0.000250000000000005	0.157965311333655
0.000300000000000006	0.342674139801306
